STRNBR,addr:street,APN,STRDIRECT,STRNAME,STRAPART,STRFRACT,BLDSQFTTAXABLE,@lat,@lon,Total Taxable Value
831,Hearst Avenue,057 209501000,nan,HEARST AVE,nan,nan,1349,37.8695281,-122.2976808,739452.0
1632,Alcatraz Avenue,052 152202400,nan,ALCATRAZ AVE,nan,nan,2375,37.8481262,-122.2742272,240438.0
2958,Shasta Road,063 299300503,nan,SHASTA RD,nan,nan,1638,37.8892903,-122.2525268,492407.0
1756,Vine Street,059 227500300,nan,VINE ST,nan,nan,1456,37.8791133,-122.2766087,75555.0
1620,Delaware Street,057 206602700,nan,DELAWARE ST,nan,nan,1939,37.8733043,-122.2790384,445580.0
160,Hill Road,060 249401300,nan,HILL RD,nan,nan,1518,37.8867381,-122.2501329,869325.0
931,Santa Barbara Road,061 259000900,nan,SANTA BARBARA RD,nan,nan,1692,37.8923008,-122.2674823,393358.0
301,Vermont Avenue,062 294903700,nan,VERMONT AVE,nan,nan,1393,37.9037574,-122.2732316,79277.0
3011,Benvenue Avenue,052 156203600,nan,BENVENUE AVE,nan,nan,2019,37.8555238,-122.2536773,454993.0
25,Roble Road,064 426501500,nan,ROBLE RD,nan,nan,7935,37.8534438,-122.2368112,1759635.0
979,Regal Road,063 297605200,nan,REGAL RD,nan,nan,2072,37.8928593,-122.2620579,1046018.0
949,Allston Way,056 197101400,nan,ALLSTON WAY,nan,nan,1662,37.8660478,-122.2937632,717854.0
2224,Browning Street,056 198701300,nan,BROWNING ST,nan,nan,1709,37.8658528,-122.2880235,244785.0
2728,Dohr Street,054 173800300,nan,DOHR ST,nan,nan,1430,37.8574552,-122.2818477,668162.0
2962,California Street,053 161100500,nan,CALIFORNIA ST,nan,nan,2194,37.8538887,-122.2772431,201124.0
1024,Overlook Road,063 314008400,nan,OVERLOOK RD,nan,nan,1431,37.8937387,-122.2566863,107477.0
1540,Lincoln Street,058 215302900,nan,LINCOLN ST,nan,nan,1228,37.875778,-122.2809576,58892.0
750,Creston Road,063 296502600,nan,CRESTON RD,nan,nan,1904,37.8992573,-122.2631789,167406.0
540,Arlington Avenue,062 292301600,nan,ARLINGTON AVE,nan,nan,2653,37.9006905,-122.2775798,807375.0
50,Bonnie Lane,063 297105700,nan,BONNIE LN,nan,nan,2826,37.8959557,-122.2649833,1345597.0
33,Forest Lane,063 296304200,nan,FOREST LN,nan,nan,2054,37.8955177,-122.2623025,103060.0
1299,Hearst Avenue,057 208000900,nan,HEARST AVE,nan,nan,940,37.8713827,-122.2869525,46660.0
1529,Alcatraz Avenue,052 152000600,nan,ALCATRAZ AVE,nan,nan,3770,37.8482954,-122.2765723,1963065.0
731,Cragmont Avenue,063 295603600,nan,CRAGMONT AVE,nan,nan,1452,37.8974826,-122.2680928,431814.0
1010,Shattuck Avenue,061 255900400,nan,SHATTUCK AVE,nan,nan,4059,37.8891433,-122.269492,1289736.0
2330,Sacramento Street,056 191501500,nan,SACRAMENTO ST,nan,nan,843,37.86468,-122.2817319,1235124.0
562,Arlington Avenue,062 292302001,nan,ARLINGTON AVE,nan,nan,2859,37.9002329,-122.2779741,131540.0
1914,Woolsey Street,052 155202500,nan,WOOLSEY ST,nan,nan,2360,37.8517815,-122.2691488,324598.0
1148,Sutter Street,061 256501900,nan,SUTTER ST,nan,nan,2860,37.8867518,-122.2725101,681321.0
495,Grizzly Peak Boulevard,063 310004502,nan,GRIZZLY PEAK BLVD,nan,nan,2364,37.9031562,-122.2684993,1057920.0
882,Santa Barbara Road,061 258102201,nan,SANTA BARBARA RD,nan,nan,2656,37.8930903,-122.2690416,386030.0
1849,Shattuck Avenue,057 204901400,nan,SHATTUCK AVE,301,nan,725,37.8741979,-122.2683557,610000.0
3088,King Street,053 160600300,nan,KING ST,nan,nan,1694,37.8526081,-122.2743833,467420.0
2519,Milvia Street,055 182201500,nan,MILVIA ST,nan,nan,1695,37.8628353,-122.2696788,1478853.0
1713,Blake Street,054 180701600,nan,BLAKE ST,nan,nan,2270,37.8621857,-122.2758003,380170.0
1620,Carleton Street,054 180302600,nan,CARLETON ST,nan,nan,1673,37.8598016,-122.2770967,566321.0
870,Regal Road,063 297300600,nan,REGAL RD,nan,nan,2083,37.8946177,-122.2665723,367566.0
2135,Essex Street,053 158600400,nan,ESSEX ST,nan,nan,1501,37.8542193,-122.2647146,178453.0
70,Oak Ridge Road,064 424300500,nan,OAK RIDGE RD,nan,nan,4083,37.8556471,-122.2412755,896380.0
1136,Parker Street,054 178502700,nan,PARKER ST,nan,nan,2447,37.8593901,-122.28724,361057.0
2053,Berkeley Way,057 205100700,nan,BERKELEY WAY,nan,nan,5712,37.8730269,-122.2689039,904407.0
1632,Curtis Street,059 229002600,nan,CURTIS ST,nan,nan,1804,37.8746181,-122.2904463,647280.0
2230,Stuart Street,053 168803000,nan,STUART ST,nan,nan,1660,37.8588863,-122.2626152,202660.0
2331,Bonar Street,056 192202001,nan,BONAR ST,nan,nan,1790,37.8640559,-122.2861184,496954.0
1866,Tacoma Avenue,062 288703700,nan,TACOMA AVE,nan,nan,1558,37.8940747,-122.2783854,842860.0
2616,Ashby Avenue,052 157303000,nan,ASHBY AVE,nan,nan,2506,37.8566194,-122.2547107,1088093.0
1543,Shattuck Avenue,059 226001502,nan,SHATTUCK AVE,nan,nan,4813,37.8787476,-122.2688285,279674.0
1403,Grant Street,059 227303500,nan,GRANT ST,nan,nan,1942,37.8809567,-122.2760538,393486.0
2823,Kelsey Street,053 170105100,nan,KELSEY ST,nan,nan,3534,37.8593384,-122.2499021,752747.0
2957,Magnolia Street,052 156512700,nan,MAGNOLIA ST,nan,nan,2280,37.8567125,-122.248791,346960.0
1761,Marin Avenue,061 261200900,nan,MARIN AVE,nan,nan,1964,37.8899712,-122.2791808,1115851.0
1354,Campus Drive,060 247901300,nan,CAMPUS DR,VACNT,nan,0,37.8845454,-122.2530577,59086.0
1226,Carleton Street,054 178702500,nan,CARLETON ST,nan,nan,1950,37.8587718,-122.2852132,1600000.0
2510,Webster Street,052 157406401,nan,WEBSTER ST,nan,nan,5832,37.8554805,-122.2560223,2355119.0
2727,Shasta Road,060 247000104,nan,SHASTA RD,nan,nan,2026,37.8865919,-122.2594608,259480.0
1973,Marin Avenue,061 257400500,nan,MARIN AVE,nan,nan,2337,37.8899748,-122.2735216,87205.0
2319,College Avenue,055 187000900,nan,COLLEGE AVE,nan,nan,10550,37.8686513,-122.2541688,2656654.0
1326,Milvia Street,060 245104100,nan,MILVIA ST,COM,nan,0,37.8824958,-122.2722082,0.0
1826,Fairview Street,052 153002200,nan,FAIRVIEW ST,nan,nan,1820,37.8503653,-122.2716191,393511.0
2455,Ashby Avenue,052 157101600,nan,ASHBY AVE,nan,nan,1964,37.8567103,-122.2572416,602786.0
1241,Carrison Street,053 162701000,nan,CARRISON ST,nan,nan,1027,37.8519374,-122.2845018,1000000.0
951,Cragmont Avenue,063 297206100,nan,CRAGMONT AVE,nan,nan,2203,37.8926769,-122.26588,671501.0
1204,Oregon Street,053 166300200,nan,OREGON ST,nan,nan,2410,37.854871,-122.2862693,739452.0
2839,Forest Avenue,054 170400500,nan,FOREST AVE,nan,nan,3942,37.8618275,-122.2494398,265674.0
1431,Spruce Street,059 225402002,nan,SPRUCE ST,nan,nan,2726,37.881239,-122.2658031,300652.0
1245,Francisco Street,058 213601901,nan,FRANCISCO ST,nan,nan,2574,37.8734139,-122.2880497,1149277.0
1624,Tyler Street,053 160602400,nan,TYLER ST,nan,nan,2120,37.8526145,-122.2755944,662280.0
2806,Regent Street,053 169201300,nan,REGENT ST,nan,nan,3575,37.859437,-122.2572965,98304.0
2550,Dana Street,055 183209700,nan,DANA ST,5C,nan,749,37.863204,-122.2606906,305331.0
938,San Benito Road,061 258801100,nan,SAN BENITO RD,nan,nan,2205,37.8912905,-122.2680041,1486451.0
1390,Henry Street,060 245306100,nan,HENRY ST,COM,nan,0,37.8822268,-122.2710074,0.0
2112,Eighth Street,056 196800700,nan,EIGHTH ST,nan,nan,1398,37.8665862,-122.2951789,315036.0
1912,Vine Street,059 226800300,nan,VINE ST,nan,nan,1532,37.8795604,-122.2732606,399213.0
1230,Josephine Street,060 244500800,nan,JOSEPHINE ST,nan,nan,1556,37.8836234,-122.2757407,240886.0
1147,Park Hills Road,063 315003402,nan,PARK HILLS RD,nan,nan,2465,37.8919095,-122.2514464,536366.0
1051,Page Street,059 233202000,nan,PAGE ST,nan,nan,920,37.8775267,-122.2959494,485371.0
1809,Milvia Street,057 205001900,nan,MILVIA ST,nan,nan,1080,37.8741291,-122.2709118,801636.0
1130,Shattuck Avenue,061 256000900,nan,SHATTUCK AVE,nan,nan,4348,37.8873232,-122.270731,2806223.0
916,San Benito Road,061 258800500,nan,SAN BENITO RD,nan,nan,2225,37.8918242,-122.2688501,118463.0
838,Page Street,059 232700300,nan,PAGE ST,nan,nan,1542,37.8763572,-122.2998609,57841.0
1300,Shattuck Avenue,060 245511800,nan,SHATTUCK AVE,D,nan,1017,37.8836206,-122.2699563,94569.0
1581,Le Roy Avenue,058 224500903,nan,LE ROY AVE,nan,nan,50302,37.8807948,-122.2592374,4946688.0
1507,Ada Street,060 243400900,nan,ADA ST,nan,nan,2110,37.8803418,-122.2826955,435151.0
1335,Walnut Street,060 246608900,nan,WALNUT ST,nan,nan,1298,37.8825573,-122.2682981,67045.0
1618,Carleton Street,054 180302500,nan,CARLETON ST,nan,nan,1164,37.8598023,-122.2772126,260291.0
1364,Francisco Street,058 214200200,nan,FRANCISCO ST,nan,nan,1067,37.8734122,-122.2855649,133349.0
20,Parnassus Road,060 247603300,nan,PARNASSUS RD,nan,nan,1612,37.8825436,-122.2546556,858317.0
2401,Carleton Street,055 183601500,nan,CARLETON ST,nan,nan,1923,37.8623282,-122.2599851,1082911.0
66,Panoramic Way,055 185301800,nan,PANORAMIC WAY,nan,nan,3393,37.8684164,-122.2484361,1576754.0
2771,Dohr Street,054 173701700,nan,DOHR ST,nan,nan,990,37.8560672,-122.281107,169634.0
2123,Russell Street,053 168601700,nan,RUSSELL ST,nan,nan,3016,37.8570582,-122.2658014,1277358.0
764,Contra Costa Avenue,061 257500600,nan,CONTRA COSTA AVE,nan,nan,1790,37.8951142,-122.2770409,1410954.0
701,Grizzly Peak Boulevard,063 296505000,nan,GRIZZLY PEAK BLVD,nan,nan,1453,37.8994141,-122.2648591,1022330.0
432,Boynton Avenue,062 294000600,nan,BOYNTON AVE,nan,nan,1593,37.9027801,-122.2762194,347471.0
1375,Ada Street,060 242304100,nan,ADA ST,nan,nan,1633,37.8788471,-122.2860781,432300.0
1409,Fifth Street,059 233701900,nan,FIFTH ST,nan,nan,7150,37.8770437,-122.3015286,861714.0
3021,Shattuck Avenue,053 158601700,nan,SHATTUCK AVE,nan,nan,3020,37.8544242,-122.2661648,574775.0
1613,Alcatraz Avenue,052 152101501,nan,ALCATRAZ AVE,nan,nan,1193,37.8484653,-122.2752133,530515.0
2754,Dohr Street,054 173801000,nan,DOHR ST,nan,nan,1340,37.8567867,-122.2817194,568134.0
2238,Tenth Street,056 197501503,nan,TENTH ST,nan,nan,1568,37.8647264,-122.2922634,221035.0
2112,Tenth Street,056 197400800,nan,TENTH ST,nan,nan,2150,37.867102,-122.2932141,602938.0
627,Santa Barbara Road,062 293904801,nan,SANTA BARBARA RD,nan,nan,3160,37.8994515,-122.2731033,146777.0
1903,Sacramento Street,057 206801900,nan,SACRAMENTO ST,nan,nan,1547,37.8719876,-122.2818811,928633.0
669,Woodmont Avenue,063 311005900,nan,WOODMONT AVE,nan,nan,2597,37.9000906,-122.2623566,712512.0
871,Contra Costa Avenue,061 257605500,nan,CONTRA COSTA AVE,nan,nan,2353,37.892041,-122.2760184,105036.0
2540,Le Conte Avenue,058 219901600,nan,LE CONTE AVE,nan,nan,5597,37.8768357,-122.2597058,197729.0
1132,Parker Street,054 178502600,nan,PARKER ST,nan,nan,3427,37.8593502,-122.2873857,1723009.0
2324,Curtis Street,056 192600700,nan,CURTIS ST,nan,nan,1351,37.8640072,-122.2886954,760554.0
780,San Luis Road,061 258000900,nan,SAN LUIS RD,nan,nan,2351,37.8953433,-122.2718383,79504.0
2601,College Avenue,055 184806300,nan,COLLEGE AVE,312,nan,1000,37.8637009,-122.2533179,525383.0
1995,El Dorado Avenue,061 257100307,nan,EL DORADO AVE,nan,nan,7825,37.8889048,-122.272717,2032495.0
1708,Beverly Place,060 243700200,nan,BEVERLY PL,nan,nan,1032,37.8847514,-122.2780331,501579.0
2105,Fifth Street,056 196202700,nan,FIFTH ST,nan,nan,2075,37.8663181,-122.2981469,306613.0
2550,Dana Street,055 183212300,nan,DANA ST,8FG,nan,1259,37.863204,-122.2606906,208288.0
21,Florida Avenue,062 294002700,nan,FLORIDA AVE,nan,nan,3080,37.9001589,-122.2736812,1023081.0
1151,Arch Street,061 255202100,nan,ARCH ST,nan,nan,2324,37.8880018,-122.2655406,529557.0
1749,Oxford Street,058 218103000,nan,OXFORD ST,nan,nan,12281,37.8759653,-122.2662797,1940012.0
1079,Keith Avenue,063 298704600,nan,KEITH AVE,nan,nan,1144,37.8909758,-122.2627555,69397.0
2370,Hilgard Avenue,058 218700700,nan,HILGARD AVE,nan,nan,983,37.8779373,-122.2633086,767893.0
2321,Oregon Street,053 168901200,nan,OREGON ST,nan,nan,1650,37.8586325,-122.2607129,257200.0
1543,Buena Avenue,059 228401100,nan,BUENA AVE,nan,nan,1715,37.8784892,-122.2809848,909314.0
85,Vicente Road,064 422900228,nan,VICENTE RD,nan,nan,4754,37.8560808,-122.2351622,1106317.0
710,Channing Way,056 194700200,nan,CHANNING WAY,nan,nan,1734,37.8609733,-122.2982353,232867.0
1509,Parker Street,054 180001600,nan,PARKER ST,nan,nan,1535,37.8607646,-122.2800787,1271915.0
1100,Fourth Street,060 238300102,nan,FOURTH ST,nan,nan,6486,37.8809632,-122.3040241,0.0
2520,College Avenue,055 184600901,nan,COLLEGE AVE,nan,nan,45601,37.8648123,-122.2541774,23240745.0
1545,Thousand Oaks Boulevard,062 286101200,nan,THOUSAND OAKS BLVD,nan,nan,3528,37.8967895,-122.2865306,1183281.0
484,Spruce Street,062 294600900,nan,SPRUCE ST,nan,nan,2308,37.9023046,-122.2708401,1409937.0
1504,Bonita Avenue,059 226800601,nan,BONITA AVE,nan,nan,5976,37.8793399,-122.2729374,1086795.0
5,El Portal Court,060 246905105,nan,EL PORTAL CT,nan,nan,1996,37.884474,-122.2559196,736111.0
1621,Eighth Street,058 212402800,nan,EIGHTH ST,nan,nan,867,37.8737646,-122.2970119,44395.0
3133,Lewiston Avenue,052 156312500,nan,LEWISTON AVE,nan,nan,3194,37.8527558,-122.2513188,739131.0
1725,Oregon Street,053 167501200,nan,OREGON ST,nan,nan,1388,37.8569294,-122.2740295,180548.0
1401,Hearst Avenue,057 207702100,nan,HEARST AVE,nan,nan,1056,37.8717875,-122.2843837,349141.0
2223,Stuart Street,054 171701000,nan,STUART ST,nan,nan,2335,37.8592117,-122.2631515,91047.0
800,Miramar Avenue,062 287400200,nan,MIRAMAR AVE,nan,nan,2348,37.8926549,-122.2850445,629566.0
2352,Shattuck Avenue,055 189504100,nan,SHATTUCK AVE,nan,nan,0,37.8660083,-122.2679873,13101195.0
1395,Scenic Avenue,059 224904100,nan,SCENIC AVE,nan,nan,3137,37.8831795,-122.2627601,1202992.0
2705,Hillegass Avenue,054 171002600,nan,HILLEGASS AVE,nan,nan,3186,37.8613957,-122.2556891,344334.0
1001,Merced Street,061 261600100,nan,MERCED ST,nan,nan,1223,37.8885906,-122.2791695,1212431.0
2415,Woolsey Street,052 155901300,nan,WOOLSEY ST,nan,nan,2536,37.8534731,-122.2576725,1192627.0
1737,Ninth Street,058 212602100,nan,NINTH ST,nan,nan,1824,37.8716946,-122.2951139,83703.0
2317,Howe Street,052 157900800,nan,HOWE ST,nan,nan,1408,37.8571671,-122.2605951,761806.0
2433,Martin Luther King Jr Way,055 189801900,nan,M L KING JR WAY,nan,nan,2616,37.8640249,-122.271901,579013.0
1411,Spruce Street,059 225403100,nan,SPRUCE ST,3,nan,1477,37.88203,-122.2657755,285158.0
2309,Browning Street,056 192403400,nan,BROWNING ST,nan,nan,1796,37.8646521,-122.2873386,297602.0
1361,Santa Fe Avenue,060 239207000,nan,SANTA FE AVE,nan,nan,1300,37.8794546,-122.2914563,1185144.0
638,The Alameda,062 289301000,nan,THE ALAMEDA,nan,nan,3105,37.8962078,-122.2813161,114839.0
1431,Blake Street,054 179601400,nan,BLAKE ST,nan,nan,1024,37.8613449,-122.2823046,452991.0
421,Michigan Avenue,062 294403100,nan,MICHIGAN AVE,nan,nan,1980,37.9024405,-122.273236,112348.0
40,Hazel Road,064 423802801,nan,HAZEL RD,nan,nan,2708,37.8562512,-122.2456204,620687.0
92,Hazel Road,064 423803500,nan,HAZEL RD,nan,nan,2506,37.8563258,-122.2443376,790327.0
1639,Dwight Way,055 191001900,nan,DWIGHT WAY,nan,nan,1262,37.8629144,-122.277059,740517.0
2777,Ninth Street,054 174506500,nan,NINTH ST,21,nan,692,37.8560338,-122.2899906,106823.0
1055,Merced Street,061 261601800,nan,MERCED ST,nan,nan,1140,37.8868619,-122.2797932,997935.0
1406,Hearst Avenue,057 207502100,nan,HEARST AVE,nan,nan,1331,37.8714717,-122.2839866,699635.0
750,Hearst Avenue,057 210000108,nan,HEARST AVE,nan,nan,40711,37.868855,-122.299698,19279426.0
2838,Grant Street,053 167600300,nan,GRANT ST,nan,nan,2603,37.8563426,-122.273135,386263.0
1959,Napa Avenue,061 257000900,nan,NAPA AVE,nan,nan,3150,37.8878503,-122.2736817,184021.0
1325,Ward Street,054 173901100,nan,WARD ST,nan,nan,936,37.8576472,-122.2835324,350707.0
1929,Eighth Street,057 209202100,nan,EIGHTH ST,A,nan,2236,37.8689473,-122.2954907,822573.0
2639,College Avenue,055 184801900,nan,COLLEGE AVE,nan,nan,3348,37.8626202,-122.2530793,929663.0
1569,Posen Avenue,061 262001500,nan,POSEN AVE,nan,nan,1196,37.8851358,-122.2812565,847563.0
2237,Summer Street,060 246301400,nan,SUMMER ST,nan,nan,2967,37.8855229,-122.2659134,813544.0
1632,Eighth Street,058 212101300,nan,EIGHTH ST,nan,nan,1081,37.8732697,-122.2973212,122773.0
1715,Spruce Street,058 218203803,nan,SPRUCE ST,nan,nan,11227,37.876847,-122.2651865,3403759.0
906,Bataan Avenue,059 231301600,nan,BATAAN AVE,nan,nan,863,37.8748668,-122.2982708,905000.0
1938,Oregon Street,053 167902900,nan,OREGON ST,nan,nan,954,37.8570694,-122.269564,688260.0
1733,Channing Way,055 190502000,nan,CHANNING WAY,nan,nan,2366,37.8650179,-122.2751138,450401.0
2515,Durant Avenue,055 187701006,nan,DURANT AVE,nan,B,3575,37.8681833,-122.2585058,732558.0
2628,Telegraph Avenue,055 183501900,nan,TELEGRAPH AVE,201,nan,1226,37.8621206,-122.2592282,849344.0
941,Creston Road,063 312005900,nan,CRESTON RD,nan,nan,2370,37.8969152,-122.259595,1633883.0
2298,Ashby Avenue,052 157702700,nan,ASHBY AVE,nan,nan,1843,37.855788,-122.2612367,583008.0
89,Southampton Avenue,061 259804300,nan,SOUTHAMPTON AVE,nan,nan,4679,37.8964931,-122.274812,2943275.0
3046,Deakin Street,052 158301700,nan,DEAKIN ST,nan,nan,2215,37.8540891,-122.262455,82227.0
1381,Rose Street,060 242306900,nan,ROSE ST,nan,nan,1508,37.8779918,-122.2860997,707818.0
1616,Ward Street,054 173002200,nan,WARD ST,nan,nan,2691,37.8577951,-122.2769542,379066.0
1802,Ninth Street,057 209100500,nan,NINTH ST,nan,nan,1449,37.8709812,-122.2954082,47793.0
1516,Sacramento Street,059 228610000,nan,SACRAMENTO ST,nan,nan,1437,37.8782876,-122.2831642,260465.0
2150,Ashby Avenue,052 158400100,nan,ASHBY AVE,nan,nan,2368,37.8553456,-122.2643973,376264.0
805,Camelia Street,059 234801400,nan,CAMELIA ST,nan,nan,3544,37.8776286,-122.3016554,456201.0
1057,Monterey Avenue,061 260801600,nan,MONTEREY AVE,nan,nan,1426,37.8865014,-122.2792799,1591316.0
2824,Cherry Street,053 169601000,nan,CHERRY ST,nan,nan,3245,37.8591293,-122.2525116,248149.0
201,University Avenue,060 900800600,nan,UNIVERSITY AVE,H33,nan,0,37.8641448,-122.3137951,406126.0
1066,Cragmont Avenue,063 298702200,nan,CRAGMONT AVE,nan,nan,2186,37.8916801,-122.2622815,125757.0
1307,La Loma Avenue,060 246904700,nan,LA LOMA AVE,nan,nan,1512,37.8846391,-122.2554276,1208844.0
1009,Cedar Street,059 231101500,nan,CEDAR ST,nan,nan,2366,37.8750456,-122.2959994,311161.0
2955,Avalon Avenue,054 170208301,nan,AVALON AVE,nan,nan,8339,37.8599946,-122.2463887,337265.0
1310,Acton Street,060 242700400,nan,ACTON ST,nan,nan,2925,37.8819972,-122.285258,1210258.0
2104,Sacramento Street,056 199701400,nan,SACRAMENTO ST,nan,nan,1000,37.8690367,-122.2821823,820572.0
1335,Ashby Avenue,053 162301000,nan,ASHBY AVE,nan,nan,1221,37.8532814,-122.2821938,713267.0
2109,Eunice Street,061 256101901,nan,EUNICE ST,nan,nan,2566,37.8859261,-122.2695853,764607.0
1749,Marin Avenue,061 261201100,nan,MARIN AVE,nan,nan,1343,37.8899604,-122.2794847,356894.0
1908,Eighth Street,057 209300700,nan,EIGHTH ST,nan,nan,844,37.8693854,-122.2960473,667371.0
2312,Sacramento Street,056 191500900,nan,SACRAMENTO ST,nan,nan,1697,37.8652737,-122.2817952,52322.0
1640,Milvia Street,058 217201200,nan,MILVIA ST,nan,nan,2391,37.8767022,-122.2715482,96265.0
2202,Jefferson Avenue,056 200700700,nan,JEFFERSON AVE,nan,nan,1494,37.8678307,-122.2785649,1233018.0
2520,Sacramento Street,054 179600300,nan,SACRAMENTO ST,nan,nan,1618,37.8617831,-122.2813937,894168.0
1209,Curtis Street,060 241202400,nan,CURTIS ST,nan,nan,1288,37.8827004,-122.2892867,855490.0
2442,California Street,055 191305000,nan,CALIFORNIA ST,nan,nan,1139,37.8627042,-122.2792175,1212432.0
1522,Bonita Avenue,059 226801200,nan,BONITA AVE,nan,nan,2015,37.8787128,-122.2728674,1367037.0
1377,Delaware Street,058 214201400,nan,DELAWARE ST,nan,nan,1856,37.8728897,-122.285271,52776.0
1846,Delaware Street,057 206403500,nan,DELAWARE ST,3,nan,963,37.8740563,-122.2735245,365062.0
2907,Fulton Street,052 158102300,nan,FULTON ST,nan,nan,1658,37.8568588,-122.2634799,352965.0
2929,Linden Avenue,052 156508400,nan,LINDEN AVE,nan,nan,1692,37.857661,-122.2495714,1485626.0
1938,Delaware Street,057 205600300,nan,DELAWARE ST,nan,nan,3379,37.8742386,-122.2715093,421901.0
498,Boynton Avenue,062 294002200,nan,BOYNTON AVE,nan,nan,987,37.9007572,-122.2742089,658187.0
1400,Hawthorne Terrace,059 224901800,nan,HAWTHORNE TER,nan,nan,2503,37.8825995,-122.2618226,564217.0
739,Grizzly Peak Boulevard,063 296504300,nan,GRIZZLY PEAK BLVD,nan,nan,1443,37.8991451,-122.263739,771000.0
1206,Josephine Street,060 244500200,nan,JOSEPHINE ST,nan,nan,1432,37.8843615,-122.2757839,645102.0
1328,Curtis Street,060 239200700,nan,CURTIS ST,nan,nan,2218,37.880663,-122.2905425,1307265.0
60,Forest Lane,063 297000602,nan,FOREST LN,nan,nan,1258,37.8953349,-122.2617795,775187.0
2222,Prince Street,052 155602800,nan,PRINCE ST,nan,nan,1717,37.8533418,-122.2630068,401548.0
1036,Carleton Street,054 174400500,nan,CARLETON ST,nan,nan,1786,37.8577188,-122.2890847,893494.0
1209,Bancroft Way,056 198702200,nan,BANCROFT WAY,nan,nan,833,37.865146,-122.2881876,572637.0
2720,College Avenue,054 170900900,nan,COLLEGE AVE,nan,nan,4591,37.8609548,-122.2537885,2200000.0
1034,Euclid Avenue,063 297204300,nan,EUCLID AVE,nan,nan,2382,37.8906801,-122.2642393,110309.0
1566,Posen Avenue,060 242900100,nan,POSEN AVE,nan,nan,1415,37.8847987,-122.2818384,488880.0
1909,Alcatraz Avenue,052 152800500,nan,ALCATRAZ AVE,nan,nan,2657,37.8492852,-122.2689918,963573.0
1311,Josephine Street,060 244703000,nan,JOSEPHINE ST,nan,nan,1542,37.8826781,-122.2751508,242908.0
1934,Rose Street,059 226600200,nan,ROSE ST,nan,nan,2623,37.8814438,-122.2724438,665507.0
1519,Oxford Street,059 225604000,nan,OXFORD ST,A,nan,1625,37.8796211,-122.2667134,882981.0
73,Alamo Avenue,063 295204000,nan,ALAMO AVE,nan,nan,2316,37.8988136,-122.2687347,1332360.0
1323,Bonita Avenue,060 245102900,nan,BONITA AVE,nan,nan,1344,37.8825221,-122.2728141,285157.0
620,Woodmont Avenue,063 311000403,nan,WOODMONT AVE,nan,nan,2172,37.90151,-122.2647702,1366520.0
